filename,ssim,in_range
hd1660.jpg,0.7123,YES
hd1659.jpg,0.7674,YES
hd1661.jpg,0.5996,NO
hd1662.jpg,0.5082,NO
hd1663.jpg,0.8353,YES
hd1665.jpg,0.7596,YES
hd1664.jpg,0.4802,NO
hd1666.jpg,0.6490,YES
hd1667.jpg,0.6334,YES
hd1668.jpg,0.6684,YES
hd1669.jpg,0.8213,YES
hd1670.jpg,0.8151,YES
hd1671.jpg,0.6626,YES
hd1672.jpg,0.6112,YES
hd1673.jpg,0.5299,NO
hd1674.jpg,0.6295,YES
hd1675.jpg,0.7316,YES
hd1676.jpg,0.4511,NO
hd1677.jpg,0.7706,YES
hd1678.jpg,0.7615,YES
hd1679.jpg,0.6558,YES
hd1681.jpg,0.8424,YES
hd1680.jpg,0.4362,NO
hd1682.jpg,0.7554,YES
hd1684.jpg,0.8255,YES
hd1683.jpg,0.7375,YES
hd1685.jpg,0.8054,YES
hd1686.jpg,0.8333,YES
hd1687.jpg,0.8023,YES
hd1689.jpg,0.7850,YES
hd1688.jpg,0.7792,YES
hd1691.jpg,0.7325,YES
hd1694.jpg,0.7312,YES
hd1692.jpg,0.7884,YES
hd1693.jpg,0.4756,NO
hd1695.jpg,0.6584,YES
hd1696.jpg,0.8039,YES
hd1698.jpg,0.8235,YES
hd1699.jpg,0.7575,YES
hd170.jpg,0.7984,YES
hd1700.jpg,0.8258,YES
hd1701.jpg,0.7473,YES
hd1703.jpg,0.8043,YES
hd1704.jpg,0.8050,YES
hd1706.jpg,0.8198,YES
hd1707.jpg,0.7745,YES
hd1708.jpg,0.7432,YES
hd1709.jpg,0.7269,YES
hd171.jpg,0.8668,YES
hd1711.jpg,0.7473,YES
hd1712.jpg,0.7842,YES
hd1713.jpg,0.8175,YES
hd1714.jpg,0.8112,YES
hd1715.jpg,0.8351,YES
hd1716.jpg,0.7909,YES
hd1717.jpg,0.7361,YES
hd1718.jpg,0.4021,NO
hd1719.jpg,0.4785,NO
hd1720.jpg,0.5253,NO
hd1721.jpg,0.7559,YES
hd1722.jpg,0.7270,YES
hd1723.jpg,0.6065,YES
hd1725.jpg,0.7131,YES
hd1724.jpg,0.6622,YES
hd1726.jpg,0.7954,YES
hd1727.jpg,0.8048,YES
hd1728.jpg,0.7103,YES
hd1729.jpg,0.8080,YES
hd1730.jpg,0.7021,YES
hd1731.jpg,0.4695,NO
hd1732.jpg,0.6208,YES
hd1733.jpg,0.6521,YES
hd1734.jpg,0.6980,YES
hd1735.jpg,0.4992,NO
hd1736.jpg,0.3607,NO
